1,1152921504606846976
2,83842
3,81326
4,71798
5,14748
6,13052
7,13052
8,13052
9,13052
10,13052
11,13052
12,13052
13,13052
14,13052
15,13052
16,13052
17,13052
18,13052
19,13052
20,13052
21,13052
22,13052
23,13052
24,13052
25,13052
26,13052
27,13052
28,13052
29,13052
30,13052
31,13052
32,13052
33,13052
34,13052
35,13052
36,13052
37,13052
38,13052
39,13052
40,13052
41,13052
42,13052
43,13052
44,13052
45,13052
46,13052
47,13052
48,13052
49,13052
50,13052
51,13052
52,13052
53,13052
54,13052
55,13052
56,13052
57,13052
58,13052
59,13052
60,13052
61,13052
13052
