0,1.15292E+18
1,99195
2,98368
3,98282
4,98282
5,98282
6,98262
7,97958
8,97843
9,97818
10,97818
11,97500
12,97500
13,97500
14,97500
15,97500
16,97500
17,97500
18,97500
19,97500
20,97500
21,97500
22,97424
23,97424
24,97424
25,97375
26,97320
27,97320
28,97306
29,97306
30,97306
31,97306
32,97306
33,97306
34,97306
35,97306
36,97306
37,97306
38,97306
39,97306
40,97306
41,97306
42,97306
43,97306
44,97306
45,97306
46,97306
47,97306
48,97306
49,97306
50,97306
51,97306
52,97306
53,97306
54,97306
55,97306
56,97306
57,97306
58,97306
59,97306
60,97306
61,97306
62,97306
63,97306
64,97306
65,97306
66,97306
67,97306
68,97306
69,97306
70,97306
71,97306
72,97306
73,97306
74,97306
75,97306
76,97306
77,97306
78,97306
79,97306
80,97306
81,97306
82,97306
83,97306
84,97306
85,97306
86,97306
87,97306
88,97306
89,97306
90,97306
91,97306
92,97306
93,97306
94,97306
95,97306
96,97306
97,97306
98,97306
99,97306
100,97306
101,97306
102,97306
103,97306
104,97306
105,97306
106,97306
107,97306
108,97306
109,97306
110,97306
111,97306
112,97306
113,97306
114,97306
115,97306
116,97306
117,97306
118,97306
119,97306
120,97306
121,97306
122,97306
123,97306
124,97257
125,97206
126,97206
127,97206
128,97206
129,97206
130,97206
131,97206
132,97206
133,97206
134,97206
135,97206
136,97206
137,97206
138,97206
139,97206
140,97206
141,97206
142,97206
143,97206
144,97206
145,97206
146,97206
147,97206
148,97206
149,97206
150,97206
151,97206
152,97206
153,97028
154,97028
155,97028
156,97028
157,97028
158,97028
159,97028
160,97028
161,97028
162,97028
163,97028
164,97028
165,97028
166,97028
167,97028
168,97028
169,97028
170,97028
171,97028
172,97028
173,97028
174,97028
175,97028
176,97028
177,97028
178,97028
179,97028
180,97028
181,97028
182,97028
183,97028
184,97028
185,97028
186,97028
187,97028
188,97028
189,97028
190,97028
191,97028
192,97028
193,97028
194,97028
195,97028
196,97028
197,97028
198,97028
199,97028
200,97028
201,97028
202,97028
203,97028
204,97028
205,97028
206,97028
207,97028
208,97028
209,97028
210,97028
211,97028
212,97028
213,97028
214,97028
215,97028
216,97015
217,97015
218,97015
219,97015
220,97015
221,97015
222,97015
223,97015
224,97015
225,97015
226,97015
227,97015
228,97015
229,97015
230,97015
231,97015
232,97015
233,97015
234,97015
235,97015
236,97015
237,97015
238,97015
239,97015
240,97015
241,97015
242,97015
243,97015
244,97015
245,97015
246,97015
247,97015
248,97015
