2,1152921504606846976
3,487897
4,487022
5,486326
6,485931
7,485931
8,485931
9,485792
10,485792
11,485701
12,485701
13,485701
14,485701
15,485605
16,485605
17,485605
18,485507
19,485507
20,485485
21,485451
22,485451
23,485346
24,485052
25,485052
26,485052
27,485052
28,485052
29,485052
30,485052
31,485052
32,485044
33,485044
34,485044
35,485044
36,485044
37,485044
38,485044
39,485044
40,485044
41,484832
42,484832
43,484832
44,484832
45,484832
46,484576
47,484546
48,484546
49,484546
50,484546
51,484546
52,484546
53,484546
54,484546
55,484546
56,484546
57,484546
58,484546
59,484546
60,484422
61,484315
62,484315
63,484315
64,484315
65,484315
66,484261
67,484195
68,484179
69,484179
70,484179
71,484179
72,484179
73,483993
74,483993
75,483993
76,483884
77,483884
78,483884
79,483884
80,483884
81,483884
82,483612
83,483612
84,483612
